field_id,domain,entity,field_name,cn_name,data_type,unit,example,description,related_reports
SF-0270,车联IoT,Telemetry,battery_health_pct,电池健康度,number,%,92,SOH近似,主动服务
SF-0271,制造质量,Quality,test_station,检测工位,string,-,OBD-台架-02,质检工位,OBD报告
SF-0272,制造质量,Quality,test_ts,检测时间,datetime,-,2026-07-28T14:22:00+08:00,检测时间,OBD报告
SF-0273,制造质量,Quality,obd_protocol,OBD协议,string,-,ISO15765,通信协议,OBD报告
SF-0274,制造质量,Quality,voltage_v,电压,number,V,54.6,检测电压,OBD报告
SF-0275,制造质量,Quality,current_a,电流,number,A,12.3,检测电流,OBD报告
SF-0276,制造质量,Quality,speed_rpm,转速,number,rpm,480,电机转速,OBD报告
SF-0277,制造质量,Quality,controller_temp_c,控制器温度,number,℃,46,温升,OBD报告
SF-0278,制造质量,Quality,qc_result,质检结果,enum,-,pass,pass|fail,质检/追溯
SF-0279,制造质量,Quality,operator_id,操作员工号,string,-,OP-331,检测员,OBD
SF-0280,制造质量,Quality,part_name,零部件名称,string,-,控制器,零部件,追溯
SF-0281,制造质量,Quality,part_batch_no,零部件批次,string,-,PB-CTRL-2026W27,零部件批次号,批次追溯
SF-0282,制造质量,Quality,supplier_id,供应商ID,string,-,SUP-8821,供应商,追溯/风控
SF-0283,制造质量,Quality,delta_e,色差ΔE,number,-,0.8,光学色差,光学质检
SF-0284,制造质量,Quality,gloss,光泽度,number,-,85,涂装光泽,光学质检
SF-0285,制造质量,Quality,defect_type,缺陷类型,string,-,色差,橘皮/色差/颗粒等,光学质检
SF-0286,制造质量,Quality,anomaly_score,设备异常分,number,0-1,0.86,声学/传感器异常,设备预警
SF-0287,制造质量,Quality,predict_fail_days,预计故障天数,int,天,14,预测性维护窗口,设备预警
SF-0288,制造质量,Quality,release_ts,放行时间,datetime,-,2026-07-28T16:00:00+08:00,合格放行,追溯包
SF-0289,制造质量,Quality,trace_package_url,追溯包地址,string,-,s3://trace/VINxxx.zip,追溯数据包,追溯包
SF-0290,制造质量,Quality,recall_level,召回评估等级,enum,-,watch,watch|targeted|recall_eval,批次追溯
SF-0291,巡检合规,Inspection,inspect_id,巡检ID,string,-,INS-20260728-014,巡检任务ID,巡检报告
SF-0292,巡检合规,Inspection,inspect_time,巡检时间,datetime,-,2026-07-28T08:30:00+08:00,巡检时间,巡检报告
SF-0293,巡检合规,Inspection,check_item,查检项,string,-,门头VI完整性,查检项名称,巡检报告
SF-0294,巡检合规,Inspection,ai_confidence,AI置信度,number,0-1,0.91,视觉识别置信度,巡检/差分
SF-0295,巡检合规,Inspection,pass_fail,通过/驳回,enum,-,fail,pass|fail,巡检报告
SF-0296,巡检合规,Inspection,photo_url,照片URL,string,-,https://.../store.jpg,证据图,巡检/差分
SF-0297,巡检合规,Inspection,morning_photo_url,早全景照URL,string,-,https://.../am.jpg,早晚差分-早,图像差分
SF-0298,巡检合规,Inspection,evening_photo_url,晚全景照URL,string,-,https://.../pm.jpg,早晚差分-晚,图像差分
SF-0299,巡检合规,Inspection,competitor_logo_detected,检出竞品Logo,json,-,"[""竞品A""]",竞品标识检测,图像差分
SF-0300,巡检合规,Inspection,suspect_type,疑点类型,string,-,非专卖堆货,违规疑点类型,图像差分
SF-0301,巡检合规,Inspection,vi_score,VI一致性分,number,0-100,78,VI评分,VI诊断/巡检
SF-0302,巡检合规,Inspection,rectify_ticket_id,整改工单号,string,-,RC-8891,整改单,巡检
SF-0303,巡检合规,Inspection,due_date,整改截止日,date,-,2026-08-05,整改期限,预警/巡检
SF-0304,巡检合规,Brand,mention_cnt_24h,24h品牌提及量,int,次,1260,舆情提及,舆情仪表板
SF-0305,巡检合规,Brand,reputation_score,声誉分,number,0-100,71,品牌声誉,舆情仪表板
SF-0306,巡检合规,Brand,hotspot_term,热点词,string,-,续航虚标,舆情热点,危机预警
SF-0307,巡检合规,Brand,growth_velocity,声量增速,number,-,3.2,突增速度,危机预警
SF-0308,巡检合规,Brand,mi_consistency_score,MI言行一致分,number,0-100,66,理念-言行一致,MI诊断
SF-0309,巡检合规,Brand,bvp_memorability,BVP记忆度,number,0-1,0.42,BVP测试,BVP报告
SF-0310,巡检合规,Brand,bvp_understanding,BVP理解度,number,0-1,0.55,BVP测试,BVP报告
SF-0311,巡检合规,Brand,purchase_intent,购买意愿,number,0-1,0.48,BVP/调研,BVP报告
SF-0312,巡检合规,Brand,energy_kwh_per_vehicle,单车能耗,number,kWh/台,128,制造能耗,ESG
SF-0313,巡检合规,Brand,co2e_t,碳排放当量,number,tCO2e, sequester,排放,ESG
SF-0314,巡检合规,Brand,scrap_battery_recycle_rate,废旧电池回收率,number,%,91.0,回收率,ESG
SF-0315,财经,Finance,expense_id,报销单号,string,-,EXP-202607-118,报销单,三单匹配
SF-0316,财经,Finance,invoice_no,发票号,string,-,INV-8891200,发票号,三单匹配
SF-0317,财经,Finance,po_no,采购订单号,string,-,PO-55201,PO号,三单匹配/跟单
SF-0318,财经,Finance,receipt_amt,回单金额,number,元,1280.00,回单,三单匹配
SF-0319,财经,Finance,invoice_amt,发票金额,number,元,1280.00,发票,三单匹配
SF-0320,财经,Finance,po_amt,PO金额,number,元,1300.00,采购订单金额,三单匹配
SF-0321,财经,Finance,match_status,三单匹配状态,enum,-,mismatch,match|mismatch,三单匹配
SF-0322,财经,Finance,diff_amt,差异金额,number,元,20.00,差异,三单匹配
SF-0323,财经,Finance,diff_reason,差异原因,string,-,税额不符,差异归因,三单匹配
SF-0324,财经,Finance,revenue_forecast,收入预测,number,元,1.2e8,月收入预测,现金流预测
SF-0325,财经,Finance,pickup_forecast_units,提货预测台数,int,台,52000,提货预测,现金流预测
SF-0326,财经,Finance,rebate_cashout_forecast,返利兑付预测,number,元,8.5e6,返利现金流出,现金流预测
SF-0327,财经,Finance,opex_forecast,费用预测,number,元,2.1e7,OPEX预测,现金流预测
SF-0328,财经,Finance,net_cash_forecast,净现金流预测,number,元,1.5e7,净现金流,现金流预测
SF-0329,财经,Finance,forecast_confidence_low,预测下限,number,元,1.1e7,置信区间低,现金流预测
SF-0330,财经,Finance,forecast_confidence_high,预测上限,number,元,1.9e7,置信区间高,现金流预测
SF-0331,App激活,Activation,cum_sales_units,累计销量,int,台,2500000,累计整车销量,激活率基线
SF-0332,App激活,Activation,active_owners_est,在用车主估计,int,人,1800000,在用车主,激活率基线
SF-0333,App激活,Activation,app_register_cnt,App注册数,int,人,920000,注册用户数,激活率基线
SF-0334,App激活,Activation,bind_vehicle_cnt,绑车数,int,辆,610000,完成绑车数,激活率基线
SF-0335,App激活,Activation,mau,月活MAU,int,人,210000,月活跃,激活率/月报
SF-0336,App激活,Activation,dau,日活DAU,int,人,42000,日活跃,激活率
SF-0337,App激活,Activation,activation_rate,激活率,number,%,33.9,绑车/在用车主等口径,激活率基线
SF-0338,App激活,Activation,funnel_step,漏斗步骤,string,-,绑车,打开→登录→绑车→车控→留存,激活漏斗
SF-0339,App激活,Activation,funnel_uv,步骤UV,int,人,88000,步骤独立用户,激活漏斗
SF-0340,App激活,Activation,funnel_cvr,步骤转化率,number,%,62.0,到下一步转化,激活漏斗
SF-0341,App激活,Activation,tab_name,App Tab名,string,-,用车,功能Tab,激活漏斗
SF-0342,App激活,Activation,pv,PV,int,次,560000,页面浏览,激活漏斗
SF-0343,App激活,Activation,uv,UV,int,人,120000,独立访客,激活漏斗
SF-0344,App激活,Activation,stay_seconds,停留秒数,number,秒,46,停留时长,激活漏斗
SF-0345,App激活,Activation,push_click_rate,Push点击率,number,%,8.6,Push CTR,触达/激活
SF-0346,App激活,Activation,faq_cnt,FAQ条目数,int,条,320,知识库条目,问答覆盖度
SF-0347,App激活,Activation,top20_ticket_coverage_rate,Top20工单覆盖率,number,%,71.0,FAQ覆盖高频工单,问答覆盖度
SF-0348,App激活,Activation,oneid_coverage_rate,OneID覆盖率,number,%,64.0,可识别用户占比,OneID报告
SF-0349,App激活,Activation,orphan_user_cnt,孤岛用户数,int,人,120000,无法缝合用户,OneID报告
SF-0350,App激活,Activation,koc_score,KOC得分,number,0-100,81,社区KOC评分,KOC池
SF-0351,App激活,Activation,post_cnt,发帖数,int,条,24,社区发帖,KOC池
SF-0352,App激活,Activation,interact_rate,互动率,number,%,6.8,互动/曝光,KOC池
SF-0353,App激活,O2O,platform_order_cnt,平台订单数,int,单,1500,电商平台订单,O2O漏斗
SF-0354,App激活,O2O,lead_phone_cnt,留资手机号数,int,个,980,留资数,O2O漏斗
SF-0355,App激活,O2O,store_redeem_cnt,到店核销数,int,单,420,到店核销,O2O漏斗
SF-0356,预警协同,Alert,alert_id,预警ID,string,-,ALERT-20260728-014,预警唯一ID,B包
SF-0357,预警协同,Alert,alert_type,预警类型,enum,-,shortage,销量下滑|合规|断货|客诉|竞品,B包
SF-0358,预警协同,Alert,metric_name,触发指标名,string,-,mom_rate,触发指标,B包
SF-0359,预警协同,Alert,metric_value,触发指标值,number,-,-12.4,实际值,B包
SF-0360,预警协同,Alert,threshold_value,阈值,number,-,-10.0,规则阈值,B包/规则引擎
SF-0361,预警协同,Alert,severity,严重级别,enum,-,P0,P0|P1|P2,预警/危机
SF-0362,预警协同,Alert,required_action,要求动作,string,-,3日内补色,整改要求,B包
SF-0363,预警协同,Alert,verify_method,复核方式,string,-,二次巡检,验收方式,B包
SF-0364,预警协同,Collab,cross_issue_cnt,跨部门问题数,int,个,17,协同问题数,大营销报告
SF-0365,预警协同,Collab,closed_cnt,已闭环数,int,个,9,已闭环,大营销/决议
SF-0366,预警协同,Collab,overdue_cnt,超期数,int,个,3,超期未闭环,大营销/决议
SF-0367,预警协同,Collab,response_hours,响应时效,number,小时,26,平均响应小时,大营销
SF-0368,预警协同,Collab,pilot_vs_control_delta,试点对照差,number,-,8.5,试点区vs对照区指标差,大营销
SF-0369,预警协同,Collab,resolution_id,决议ID,string,-,RES-2026W30-01,例会决议,决议清单
SF-0370,预警协同,Collab,owner_dept,责任部门,string,-,产品创新研究院,责任部门,决议/专报
SF-0371,预警协同,Collab,verify_metric,回验指标,string,-,续航主题负面占比,回验KPI,决议清单
SF-0372,共享AI资产,AIOutput,ai_output_id,AI产出ID,string,-,AIO-10001,共享产出唯一ID,反孤岛Story
SF-0373,共享AI资产,AIOutput,producer_skill,生产者Skill,string,-,fill_ticket,产出方skill_id,反孤岛
SF-0374,共享AI资产,AIOutput,consumer_allow,允许消费方,json,-,"[""renewal_plan"",""voc_weekly""]",可订阅skill列表,反孤岛
SF-0375,共享AI资产,AIOutput,payload,产出载荷,json,-,"{""tags"":[""投诉未结""],""vin"":""...""}",结构化产出内容,反孤岛
SF-0376,共享AI资产,AIOutput,payload_schema,载荷Schema,string,-,ticket_draft_v1,载荷结构版本,反孤岛
SF-0377,共享AI资产,TagVocabulary,tag_vocab_version,标签字典版本,string,-,voc-tags-2026.07,共享语义版本,标签治理
SF-0378,共享AI资产,TagVocabulary,tag_parent_id,父标签ID,string,-,TAG-整车体验,标签树,标签治理
SF-0379,共享AI资产,CapabilityCatalog,skill_id,Skill ID,string,-,repair_kb,能力目录主键,能力目录
SF-0380,共享AI资产,CapabilityCatalog,skill_desc,Skill描述,text,-,维修知识库问答,能力说明,能力目录
SF-0381,共享AI资产,CapabilityCatalog,input_schema,输入Schema,json,-,"{""query"":""string""}",输入约定,能力目录
SF-0382,共享AI资产,CapabilityCatalog,output_schema,输出Schema,json,-,"{""answer"":""string""}",输出约定,能力目录
SF-0383,共享AI资产,CapabilityCatalog,allowed_tools,可用Tools,json,-,"[""search_kb"",""get_vehicle""]",可调用工具列表,能力目录
SF-0384,共享AI资产,RunLog,step_name,步骤名,string,-,retrieve,控制环步骤,协作层
SF-0385,共享AI资产,RunLog,step_status,步骤状态,enum,-,ok,ok|error|skipped,协作层
SF-0386,共享AI资产,RunLog,step_ts,步骤时间,datetime,-,2026-08-01T12:00:00+08:00,步骤时间戳,协作层
SF-0387,流程人资法务,Process,process_id,流程ID,string,-,PROC-开店审批,流程定义ID,流程报告
SF-0388,流程人资法务,Process,redundant_step,冗余环节,string,-,重复盖章节点,冗余检测,冗余检测报告
SF-0389,流程人资法务,Process,bottleneck_step,卡点环节,string,-,额度审批,根因诊断,流程根因
SF-0390,流程人资法务,Process,cycle_time_hours,周期时长,number,小时,72,流程耗时,流程模拟
SF-0391,流程人资法务,Process,proposal_level,建议级别,enum,-,L2,L1|L2|L3,AI建议收件箱
SF-0392,流程人资法务,HR,job_id,岗位ID,string,-,JOB-售后专员,招聘岗位,岗位匹配
SF-0393,流程人资法务,HR,match_score,人岗匹配分,number,0-100,84,匹配得分,岗位匹配
SF-0394,流程人资法务,Legal,contract_id,合同ID,string,-,CT-2026-889,合同编号,合同审核
SF-0395,流程人资法务,Legal,clause_risk_level,条款风险等级,enum,-,high,low|medium|high,合同审核
SF-0396,流程人资法务,Legal,clause_comment,审核意见,text,-,违约金上限缺失,合同审核意见,合同审核
SF-0397,流程人资法务,Knowledge,kb_domain,知识库域,enum,-,repair,repair|policy|hr|product,RAG
SF-0398,流程人资法务,Knowledge,kb_doc_id,知识文档ID,string,-,KB-REP-0012,文档ID,RAG
SF-0399,流程人资法务,Knowledge,kb_chunk_id,知识片段ID,string,-,CHK-88,向量片段ID,RAG
SF-0400,流程人资法务,Knowledge,kb_score,检索相关分,number,0-1,0.83,检索得分,RAG
